tatort	tatort_cleaned	tatort_coding	lat	lon
Eupener Straße 33	Eupener Straße 33	Eupener Straße 33, Moers, Deutschland	51.45836	6.64676
Eupener Straße ggü. Haus-Nr. 26	Eupener Straße 26	Eupener Straße 26, Moers, Deutschland	51.45845	6.64485
Eupener Straße ggü. Haus-Nr. 30	Eupener Straße 30	Eupener Straße 30, Moers, Deutschland	51.45851	6.64535
Eupener Straße ggü. Haus-Nr. 30, Kindergarten	Eupener Straße 30, Kindergarten	Eupener Straße 30, Kindergarten, Moers, Deutschland	51.45851	6.64535
Eupener Straße ggü. Haus-Nr., Kindergarten	Eupener Straße, Kindergarten	Eupener Straße, Kindergarten, Moers, Deutschland	51.45851	6.64535
Eupener Straße in Höhe von Haus-Nr. 10m	Eupener Straße 10m	Eupener Straße 10m, Moers, Deutschland	51.45851	6.64535
Eupener Straße in Höhe von Haus-Nr. 27b	Eupener Straße 27b	Eupener Straße 27b, Moers, Deutschland	51.45851	6.64535
Eupener Straße in Höhe von Haus-Nr. 9m	Eupener Straße 9m	Eupener Straße 9m, Moers, Deutschland	51.45851	6.64535
Eupener Straße, Ecke Lindenstr.	Eupener Straße, Ecke Lindenstr.	Eupener Straße, Ecke Lindenstr., Moers, Deutschland	51.46014	6.64523
Eupener Straße, Kindergarten	Eupener Straße, Kindergarten	Eupener Straße, Kindergarten, Moers, Deutschland	51.45851	6.64535
Eurotec-Ring 10	Eurotec-Ring 10	Eurotec-Ring 10, Moers, Deutschland	51.46839	6.63765
Eurotec-Ring 15	Eurotec-Ring 15	Eurotec-Ring 15, Moers, Deutschland	51.46895	6.63747
Eurotec-Ring 23	Eurotec-Ring 23	Eurotec-Ring 23, Moers, Deutschland	51.46973	6.63796
Eurotec-Ring 25	Eurotec-Ring 25	Eurotec-Ring 25, Moers, Deutschland	51.46942	6.63776
Eurotec-Ring 31	Eurotec-Ring 31	Eurotec-Ring 31, Moers, Deutschland	51.47035	6.63831
Eurotec-Ring 39	Eurotec-Ring 39	Eurotec-Ring 39, Moers, Deutschland	51.47066	6.63715
Eurotec-Ring 49, Sauna-Club	Eurotec-Ring 49, Sauna-Club	Eurotec-Ring 49, Sauna-Club, Moers, Deutschland	51.46942	6.63776
Eurotec-Ring 7	Eurotec-Ring 7	Eurotec-Ring 7, Moers, Deutschland	51.46812	6.63702
Eurotec-Ring ggü. Haus-Nr. 15	Eurotec-Ring 15	Eurotec-Ring 15, Moers, Deutschland	51.46895	6.63747
Eurotec-Ring in Höhe von Haus-Nr. 45	Eurotec-Ring 45	Eurotec-Ring 45, Moers, Deutschland	51.47016	6.63702
Fasanenplatz, geg. Kindergarten	Fasanenplatz, Kindergarten	Fasanenplatz, Kindergarten, Moers, Deutschland	51.44749	6.61209
Fasanenplatz, Kindergarten	Fasanenplatz, Kindergarten	Fasanenplatz, Kindergarten, Moers, Deutschland	51.44749	6.61209
Fasanenstraße 14	Fasanenstraße 14	Fasanenstraße 14, Moers, Deutschland	51.44943	6.61186
Fasanenstraße 6	Fasanenstraße 6	Fasanenstraße 6, Moers, Deutschland	51.45031	6.61185
Fasanenstraße ggü. Haus-Nr. 15	Fasanenstraße 15	Fasanenstraße 15, Moers, Deutschland	51.45004	6.61217
Feldmannstraße 36	Feldmannstraße 36	Feldmannstraße 36, Moers, Deutschland	51.48305	6.60453
Feldmannstraße 37	Feldmannstraße 37	Feldmannstraße 37, Moers, Deutschland	51.48253	6.60364
Feldmannstraße 45	Feldmannstraße 45	Feldmannstraße 45, Moers, Deutschland	51.48344	6.60468
Feldmannstraße ggü. Haus-Nr. 44	Feldmannstraße 44	Feldmannstraße 44, Moers, Deutschland	51.48345	6.60506
Feldmannstraße in Höhe von Haus-Nr. 45	Feldmannstraße 45	Feldmannstraße 45, Moers, Deutschland	51.48344	6.60468
Feldstraße / C1	Feldstraße / C1	Feldstraße / C1, Moers, Deutschland	51.45308	6.63489
Feldstraße / C1 11	Feldstraße / C1 11	Feldstraße / C1 11, Moers, Deutschland	51.45126	6.63461
Feldstraße / C1 13	Feldstraße / C1 13	Feldstraße / C1 13, Moers, Deutschland	51.45141	6.63464
Feldstraße / C1 15	Feldstraße / C1 15	Feldstraße / C1 15, Moers, Deutschland	51.45147	6.63464
Feldstraße / C1 17	Feldstraße / C1 17	Feldstraße / C1 17, Moers, Deutschland	51.4516	6.63468
Feldstraße / C1 19	Feldstraße / C1 19	Feldstraße / C1 19, Moers, Deutschland	51.45167	6.63469
Feldstraße / C1 2	Feldstraße / C1 2	Feldstraße / C1 2, Moers, Deutschland	51.45064	6.63485
Feldstraße / C1 21	Feldstraße / C1 21	Feldstraße / C1 21, Moers, Deutschland	51.4518	6.63471
Feldstraße / C1 22	Feldstraße / C1 22	Feldstraße / C1 22, Moers, Deutschland	51.45122	6.63495
Feldstraße / C1 23	Feldstraße / C1 23	Feldstraße / C1 23, Moers, Deutschland	51.45187	6.63472
Feldstraße / C1 23a	Feldstraße / C1 23a	Feldstraße / C1 23a, Moers, Deutschland	51.45199	6.63479
Feldstraße / C1 24	Feldstraße / C1 24	Feldstraße / C1 24, Moers, Deutschland	51.45138	6.63498
Feldstraße / C1 26	Feldstraße / C1 26	Feldstraße / C1 26, Moers, Deutschland	51.45146	6.63499
Feldstraße / C1 31a	Feldstraße / C1 31a	Feldstraße / C1 31a, Moers, Deutschland	51.48221	6.60282
Feldstraße / C1 34	Feldstraße / C1 34	Feldstraße / C1 34, Moers, Deutschland	51.45181	6.63508
Feldstraße / C1 36	Feldstraße / C1 36	Feldstraße / C1 36, Moers, Deutschland	51.45188	6.6351
Feldstraße / C1 38	Feldstraße / C1 38	Feldstraße / C1 38, Moers, Deutschland	51.45207	6.63509
Feldstraße / C1 40	Feldstraße / C1 40	Feldstraße / C1 40, Moers, Deutschland	51.45215	6.63511
Feldstraße / C1 44	Feldstraße / C1 44	Feldstraße / C1 44, Moers, Deutschland	51.45257	6.63517
Feldstraße / C1 46	Feldstraße / C1 46	Feldstraße / C1 46, Moers, Deutschland	51.45264	6.63518
Feldstraße / C1 50	Feldstraße / C1 50	Feldstraße / C1 50, Moers, Deutschland	51.45292	6.63522
Feldstraße / C1 51b	Feldstraße / C1 51b	Feldstraße / C1 51b, Moers, Deutschland	51.45303	6.63488
Feldstraße / C1 52	Feldstraße / C1 52	Feldstraße / C1 52, Moers, Deutschland	51.45305	6.63523
Feldstraße / C1 54	Feldstraße / C1 54	Feldstraße / C1 54, Moers, Deutschland	51.45312	6.63525
Feldstraße / C1 56	Feldstraße / C1 56	Feldstraße / C1 56, Moers, Deutschland	51.45323	6.63527
Feldstraße / C1 58	Feldstraße / C1 58	Feldstraße / C1 58, Moers, Deutschland	51.45329	6.63528
Feldstraße / C1 59	Feldstraße / C1 59	Feldstraße / C1 59, Moers, Deutschland	51.4535	6.63502
Feldstraße / C1 59b	Feldstraße / C1 59b	Feldstraße / C1 59b, Moers, Deutschland	51.45337	6.635
Feldstraße / C1 62	Feldstraße / C1 62	Feldstraße / C1 62, Moers, Deutschland	51.45345	6.63531
Feldstraße / C1 64	Feldstraße / C1 64	Feldstraße / C1 64, Moers, Deutschland	51.45352	6.63532
Feldstraße / C1 70	Feldstraße / C1 70	Feldstraße / C1 70, Moers, Deutschland	51.45391	6.63538
Feldstraße / C1 71	Feldstraße / C1 71	Feldstraße / C1 71, Moers, Deutschland	51.45389	6.63509
Feldstraße / C1 73	Feldstraße / C1 73	Feldstraße / C1 73, Moers, Deutschland	51.45401	6.63511
Feldstraße / C1 9	Feldstraße / C1 9	Feldstraße / C1 9, Moers, Deutschland	51.45066	6.63458
Feldstraße / C1 9, Ecke Bankstraße	Feldstraße / C1 9, Ecke Bankstraße	Feldstraße / C1 9, Ecke Bankstraße, Moers, Deutschland	51.45066	6.63458
Feldstraße / C1 ggü. Haus-Nr. 13	Feldstraße / C1 13	Feldstraße / C1 13, Moers, Deutschland	51.45141	6.63464
Feldstraße / C1 ggü. Haus-Nr. 15	Feldstraße / C1 15	Feldstraße / C1 15, Moers, Deutschland	51.45147	6.63464
Feldstraße / C1 ggü. Haus-Nr. 19	Feldstraße / C1 19	Feldstraße / C1 19, Moers, Deutschland	51.45167	6.63469
Feldstraße / C1 ggü. Haus-Nr. 2	Feldstraße / C1 2	Feldstraße / C1 2, Moers, Deutschland	51.45064	6.63485
Feldstraße / C1 ggü. Haus-Nr. 23	Feldstraße / C1 23	Feldstraße / C1 23, Moers, Deutschland	51.45187	6.63472
Feldstraße / C1 ggü. Haus-Nr. 2a	Feldstraße / C1 2a	Feldstraße / C1 2a, Moers, Deutschland	51.45064	6.63485
Feldstraße / C1 ggü. Haus-Nr. 2a, Schräg vor 9	Feldstraße / C1 2a vor 9	Feldstraße / C1 2a vor 9, Moers, Deutschland	51.45066	6.63458
Feldstraße / C1 ggü. Haus-Nr. 34	Feldstraße / C1 34	Feldstraße / C1 34, Moers, Deutschland	51.45181	6.63508
Feldstraße / C1 ggü. Haus-Nr. 4	Feldstraße / C1 4	Feldstraße / C1 4, Moers, Deutschland	51.45079	6.63489
Feldstraße / C1 ggü. Haus-Nr. 40	Feldstraße / C1 40	Feldstraße / C1 40, Moers, Deutschland	51.45215	6.63511
Feldstraße / C1 ggü. Haus-Nr. 44	Feldstraße / C1 44	Feldstraße / C1 44, Moers, Deutschland	51.45257	6.63517
Feldstraße / C1 ggü. Haus-Nr. 48	Feldstraße / C1 48	Feldstraße / C1 48, Moers, Deutschland	51.45276	6.6352
Feldstraße / C1 ggü. Haus-Nr. 62	Feldstraße / C1 62	Feldstraße / C1 62, Moers, Deutschland	51.45345	6.63531
Feldstraße / C1 ggü. Haus-Nr. 66	Feldstraße / C1 66	Feldstraße / C1 66, Moers, Deutschland	51.45362	6.63534
Feldstraße / C1 ggü. Haus-Nr. 68	Feldstraße / C1 68	Feldstraße / C1 68, Moers, Deutschland	51.45368	6.63534
Feldstraße / C1 ggü. Haus-Nr. 70	Feldstraße / C1 70	Feldstraße / C1 70, Moers, Deutschland	51.45391	6.63538
Feldstraße / C1 ggü. Haus-Nr. 73	Feldstraße / C1 73	Feldstraße / C1 73, Moers, Deutschland	51.45401	6.63511
Feldstraße / C1 ggü. Haus-Nr. 9	Feldstraße / C1 9	Feldstraße / C1 9, Moers, Deutschland	51.45066	6.63458
Feldstraße / C1 ggü. Haus-Nr., Play	Feldstraße / C1, Play	Feldstraße / C1, Play, Moers, Deutschland	51.45308	6.63489
Feldstraße / C1 hinter Haus-Nr. 11	Feldstraße / C1  11	Feldstraße / C1  11, Moers, Deutschland	51.45126	6.63461
Feldstraße / C1 hinter Haus-Nr. 2	Feldstraße / C1  2	Feldstraße / C1  2, Moers, Deutschland	51.45064	6.63485
Feldstraße / C1 hinter Haus-Nr. 9	Feldstraße / C1  9	Feldstraße / C1  9, Moers, Deutschland	51.45066	6.63458
Feldstraße / C1 in Höhe von Haus-Nr. 11	Feldstraße / C1 11	Feldstraße / C1 11, Moers, Deutschland	51.45126	6.63461
Feldstraße / C1 in Höhe von Haus-Nr. 13	Feldstraße / C1 13	Feldstraße / C1 13, Moers, Deutschland	51.45141	6.63464
Feldstraße / C1 in Höhe von Haus-Nr. 15	Feldstraße / C1 15	Feldstraße / C1 15, Moers, Deutschland	51.45147	6.63464
Feldstraße / C1 in Höhe von Haus-Nr. 17	Feldstraße / C1 17	Feldstraße / C1 17, Moers, Deutschland	51.4516	6.63468
Feldstraße / C1 in Höhe von Haus-Nr. 19	Feldstraße / C1 19	Feldstraße / C1 19, Moers, Deutschland	51.45167	6.63469
Feldstraße / C1 in Höhe von Haus-Nr. 2	Feldstraße / C1 2	Feldstraße / C1 2, Moers, Deutschland	51.45064	6.63485
Feldstraße / C1 in Höhe von Haus-Nr. 21	Feldstraße / C1 21	Feldstraße / C1 21, Moers, Deutschland	51.4518	6.63471
Feldstraße / C1 in Höhe von Haus-Nr. 22	Feldstraße / C1 22	Feldstraße / C1 22, Moers, Deutschland	51.45122	6.63495
Feldstraße / C1 in Höhe von Haus-Nr. 22, Ecke Bankstraße	Feldstraße / C1 22, Ecke Bankstraße	Feldstraße / C1 22, Ecke Bankstraße, Moers, Deutschland	51.45122	6.63495
Feldstraße / C1 in Höhe von Haus-Nr. 23	Feldstraße / C1 23	Feldstraße / C1 23, Moers, Deutschland	51.45187	6.63472
Feldstraße / C1 in Höhe von Haus-Nr. 23a	Feldstraße / C1 23a	Feldstraße / C1 23a, Moers, Deutschland	51.45199	6.63479
Feldstraße / C1 in Höhe von Haus-Nr. 24	Feldstraße / C1 24	Feldstraße / C1 24, Moers, Deutschland	51.45138	6.63498
Feldstraße / C1 in Höhe von Haus-Nr. 25	Feldstraße / C1 25	Feldstraße / C1 25, Moers, Deutschland	51.45216	6.63481
Feldstraße / C1 in Höhe von Haus-Nr. 26	Feldstraße / C1 26	Feldstraße / C1 26, Moers, Deutschland	51.45146	6.63499
Feldstraße / C1 in Höhe von Haus-Nr. 2a	Feldstraße / C1 2a	Feldstraße / C1 2a, Moers, Deutschland	51.45064	6.63485
Feldstraße / C1 in Höhe von Haus-Nr. 34	Feldstraße / C1 34	Feldstraße / C1 34, Moers, Deutschland	51.45181	6.63508
Feldstraße / C1 in Höhe von Haus-Nr. 36	Feldstraße / C1 36	Feldstraße / C1 36, Moers, Deutschland	51.45188	6.6351
Feldstraße / C1 in Höhe von Haus-Nr. 38	Feldstraße / C1 38	Feldstraße / C1 38, Moers, Deutschland	51.45207	6.63509
Feldstraße / C1 in Höhe von Haus-Nr. 4	Feldstraße / C1 4	Feldstraße / C1 4, Moers, Deutschland	51.45079	6.63489
Feldstraße / C1 in Höhe von Haus-Nr. 40	Feldstraße / C1 40	Feldstraße / C1 40, Moers, Deutschland	51.45215	6.63511
Feldstraße / C1 in Höhe von Haus-Nr. 41	Feldstraße / C1 41	Feldstraße / C1 41, Moers, Deutschland	51.45251	6.63483
Feldstraße / C1 in Höhe von Haus-Nr. 41/43	Feldstraße / C1 41/43	Feldstraße / C1 41/43, Moers, Deutschland	51.45251	6.63483
Feldstraße / C1 in Höhe von Haus-Nr. 44	Feldstraße / C1 44	Feldstraße / C1 44, Moers, Deutschland	51.45257	6.63517
Feldstraße / C1 in Höhe von Haus-Nr. 45	Feldstraße / C1 45	Feldstraße / C1 45, Moers, Deutschland	51.4528	6.6349
Feldstraße / C1 in Höhe von Haus-Nr. 45/47	Feldstraße / C1 45/47	Feldstraße / C1 45/47, Moers, Deutschland	51.4528	6.6349
Feldstraße / C1 in Höhe von Haus-Nr. 45-47	Feldstraße / C1 45-47	Feldstraße / C1 45-47, Moers, Deutschland	51.4528	6.6349
Feldstraße / C1 in Höhe von Haus-Nr. 46	Feldstraße / C1 46	Feldstraße / C1 46, Moers, Deutschland	51.45264	6.63518
Feldstraße / C1 in Höhe von Haus-Nr. 48	Feldstraße / C1 48	Feldstraße / C1 48, Moers, Deutschland	51.45276	6.6352
Feldstraße / C1 in Höhe von Haus-Nr. 50	Feldstraße / C1 50	Feldstraße / C1 50, Moers, Deutschland	51.45292	6.63522
Feldstraße / C1 in Höhe von Haus-Nr. 51	Feldstraße / C1 51	Feldstraße / C1 51, Moers, Deutschland	51.45303	6.63488
Feldstraße / C1 in Höhe von Haus-Nr. 51a	Feldstraße / C1 51a	Feldstraße / C1 51a, Moers, Deutschland	51.45299	6.63488
Feldstraße / C1 in Höhe von Haus-Nr. 51b	Feldstraße / C1 51b	Feldstraße / C1 51b, Moers, Deutschland	51.45303	6.63488
Feldstraße / C1 in Höhe von Haus-Nr. 51c	Feldstraße / C1 51c	Feldstraße / C1 51c, Moers, Deutschland	51.45308	6.63489
Feldstraße / C1 in Höhe von Haus-Nr. 52	Feldstraße / C1 52	Feldstraße / C1 52, Moers, Deutschland	51.45305	6.63523
Feldstraße / C1 in Höhe von Haus-Nr. 54	Feldstraße / C1 54	Feldstraße / C1 54, Moers, Deutschland	51.45312	6.63525
Feldstraße / C1 in Höhe von Haus-Nr. 56	Feldstraße / C1 56	Feldstraße / C1 56, Moers, Deutschland	51.45323	6.63527
Feldstraße / C1 in Höhe von Haus-Nr. 58	Feldstraße / C1 58	Feldstraße / C1 58, Moers, Deutschland	51.45329	6.63528
Feldstraße / C1 in Höhe von Haus-Nr. 59	Feldstraße / C1 59	Feldstraße / C1 59, Moers, Deutschland	51.4535	6.63502
Feldstraße / C1 in Höhe von Haus-Nr. 59a	Feldstraße / C1 59a	Feldstraße / C1 59a, Moers, Deutschland	51.45332	6.63499
Feldstraße / C1 in Höhe von Haus-Nr. 59b	Feldstraße / C1 59b	Feldstraße / C1 59b, Moers, Deutschland	51.45337	6.635
Feldstraße / C1 in Höhe von Haus-Nr. 59c	Feldstraße / C1 59c	Feldstraße / C1 59c, Moers, Deutschland	51.45341	6.63501
Feldstraße / C1 in Höhe von Haus-Nr. 59d	Feldstraße / C1 59d	Feldstraße / C1 59d, Moers, Deutschland	51.45345	6.63501
Feldstraße / C1 in Höhe von Haus-Nr. 59e	Feldstraße / C1 59e	Feldstraße / C1 59e, Moers, Deutschland	51.4535	6.63502
Feldstraße / C1 in Höhe von Haus-Nr. 59f	Feldstraße / C1 59f	Feldstraße / C1 59f, Moers, Deutschland	51.45354	6.63503
Feldstraße / C1 in Höhe von Haus-Nr. 60	Feldstraße / C1 60	Feldstraße / C1 60, Moers, Deutschland	51.45339	6.6353
Feldstraße / C1 in Höhe von Haus-Nr. 61	Feldstraße / C1 61	Feldstraße / C1 61, Moers, Deutschland	51.45308	6.63489
Feldstraße / C1 in Höhe von Haus-Nr. 62	Feldstraße / C1 62	Feldstraße / C1 62, Moers, Deutschland	51.45345	6.63531
Feldstraße / C1 in Höhe von Haus-Nr. 66	Feldstraße / C1 66	Feldstraße / C1 66, Moers, Deutschland	51.45362	6.63534
Feldstraße / C1 in Höhe von Haus-Nr. 67	Feldstraße / C1 67	Feldstraße / C1 67, Moers, Deutschland	51.45368	6.63487
Feldstraße / C1 in Höhe von Haus-Nr. 68	Feldstraße / C1 68	Feldstraße / C1 68, Moers, Deutschland	51.45368	6.63534
Feldstraße / C1 in Höhe von Haus-Nr. 70	Feldstraße / C1 70	Feldstraße / C1 70, Moers, Deutschland	51.45391	6.63538
Feldstraße / C1 in Höhe von Haus-Nr. 71	Feldstraße / C1 71	Feldstraße / C1 71, Moers, Deutschland	51.45389	6.63509
Feldstraße / C1 in Höhe von Haus-Nr. 73	Feldstraße / C1 73	Feldstraße / C1 73, Moers, Deutschland	51.45401	6.63511
Feldstraße / C1 in Höhe von Haus-Nr. 74	Feldstraße / C1 74	Feldstraße / C1 74, Moers, Deutschland	51.45308	6.63489
Feldstraße / C1 in Höhe von Haus-Nr. 9	Feldstraße / C1 9	Feldstraße / C1 9, Moers, Deutschland	51.45066	6.63458
Feldstraße / C1 in Höhe von Haus-Nr. 9,	Feldstraße / C1 9,	Feldstraße / C1 9,, Moers, Deutschland	51.45066	6.63458
Feldstraße / C1 in Höhe von Haus-Nr. 9, Ecke Bankstraße	Feldstraße / C1 9, Ecke Bankstraße	Feldstraße / C1 9, Ecke Bankstraße, Moers, Deutschland	51.45066	6.63458
Feldstraße / C1 in Höhe von Haus-Nr. 9, Schräg vor 9	Feldstraße / C1 9 vor 9	Feldstraße / C1 9 vor 9, Moers, Deutschland	51.45066	6.63458
Feldstraße / C1 in Höhe von Haus-Nr., Ecke Homberger-Str..	Feldstraße / C1, Ecke Homberger-Str..	Feldstraße / C1, Ecke Homberger-Str.., Moers, Deutschland	51.45308	6.63489
Feldstraße / C1 vor Haus-Nr. 2	Feldstraße / C1 2	Feldstraße / C1 2, Moers, Deutschland	51.45064	6.63485
Feldstraße / C1 vor Haus-Nr. 34	Feldstraße / C1 34	Feldstraße / C1 34, Moers, Deutschland	51.45181	6.63508
Feldstraße / C1 vor Haus-Nr. 44	Feldstraße / C1 44	Feldstraße / C1 44, Moers, Deutschland	51.45257	6.63517
Feldstraße / C1 vor Haus-Nr. 46	Feldstraße / C1 46	Feldstraße / C1 46, Moers, Deutschland	51.45264	6.63518
Feldstraße / C1 vor Haus-Nr. 9	Feldstraße / C1 9	Feldstraße / C1 9, Moers, Deutschland	51.45066	6.63458
Feldstraße / C1, Ecke Bankstraße	Feldstraße / C1, Ecke Bankstraße	Feldstraße / C1, Ecke Bankstraße, Moers, Deutschland	51.45308	6.63489
Feldstraße / C1, Ecke Greefstr.	Feldstraße / C1, Ecke Greefstr.	Feldstraße / C1, Ecke Greefstr., Moers, Deutschland	51.45308	6.63489
Feldstraße / C1, Ecke homberger	Feldstraße / C1, Ecke homberger	Feldstraße / C1, Ecke homberger, Moers, Deutschland	51.45308	6.63489
Feldstraße / C1, Ecke Homberger Str..	Feldstraße / C1, Ecke Homberger Str..	Feldstraße / C1, Ecke Homberger Str.., Moers, Deutschland	51.45308	6.63489
Feldstraße / C1, Ecke Homberger-Str..	Feldstraße / C1, Ecke Homberger-Str..	Feldstraße / C1, Ecke Homberger-Str.., Moers, Deutschland	51.45308	6.63489
Feldstraße / C1, Ecke Wilhelm-Schroeder-Str.	Feldstraße / C1, Ecke Wilhelm-Schroeder-Str.	Feldstraße / C1, Ecke Wilhelm-Schroeder-Str., Moers, Deutschland	51.45288	6.63029
Feldstraße / C1, Schräg vor 9	Feldstraße / C1 vor 9	Feldstraße / C1 vor 9, Moers, Deutschland	51.45066	6.63458
Felkestraße 21	Felkestraße 21	Felkestraße 21, Moers, Deutschland	51.48441	6.6031
Felkestraße ggü. Haus-Nr. 28	Felkestraße 28	Felkestraße 28, Moers, Deutschland	51.48407	6.60401
Ferdinand-Zeppelin-Straße ggü. Haus-Nr. 15	Ferdinand-Zeppelin-Straße 15	Ferdinand-Zeppelin-Straße 15, Moers, Deutschland	51.474	6.59001
Fichtenstraße ggü. Haus-Nr. 2	Fichtenstraße 2	Fichtenstraße 2, Moers, Deutschland	51.39673	6.63163
Fieselstraße 17	Fieselstraße 17	Fieselstraße 17, Moers, Deutschland	51.45277	6.62386
Fieselstraße 34	Fieselstraße 34	Fieselstraße 34, Moers, Deutschland	51.45265	6.62352
Fieselstraße ggü. Haus-Nr. 17	Fieselstraße 17	Fieselstraße 17, Moers, Deutschland	51.45277	6.62386
Fieselstraße ggü. Haus-Nr. 20	Fieselstraße 20	Fieselstraße 20, Moers, Deutschland	51.45222	6.62318
Fieselstraße in Höhe von Haus-Nr. 17	Fieselstraße 17	Fieselstraße 17, Moers, Deutschland	51.45277	6.62386
Fieselstraße in Höhe von Haus-Nr. 20, Ecke unterwallstr	Fieselstraße 20, Ecke unterwallstr	Fieselstraße 20, Ecke unterwallstr, Moers, Deutschland	51.45222	6.62318
Fieselstraße in Höhe von Haus-Nr. 24	Fieselstraße 24	Fieselstraße 24, Moers, Deutschland	51.4523	6.62332
Fieselstraße in Höhe von Haus-Nr. 28	Fieselstraße 28	Fieselstraße 28, Moers, Deutschland	51.45248	6.62342
Fieselstraße in Höhe von Haus-Nr. 34	Fieselstraße 34	Fieselstraße 34, Moers, Deutschland	51.45265	6.62352
Fieselstraße in Höhe von Haus-Nr. 34a	Fieselstraße 34a	Fieselstraße 34a, Moers, Deutschland	51.45265	6.62352
Fieselstraße in Höhe von Haus-Nr. 36	Fieselstraße 36	Fieselstraße 36, Moers, Deutschland	51.45275	6.62357
Fieselstraße in Höhe von Haus-Nr. 36, Ecke Unterwallstr.	Fieselstraße 36, Ecke Unterwallstr.	Fieselstraße 36, Ecke Unterwallstr., Moers, Deutschland	51.45275	6.62357
Fieselstraße in Höhe von Haus-Nr. 7	Fieselstraße 7	Fieselstraße 7, Moers, Deutschland	51.45183	6.62319
Fieselstraße in Höhe von Haus-Nr. 84a	Fieselstraße 84a	Fieselstraße 84a, Moers, Deutschland	51.45222	6.62318
Fieselstraße, Ecke Niederstr.	Fieselstraße, Ecke Niederstr.	Fieselstraße, Ecke Niederstr., Moers, Deutschland	51.45222	6.62318
Fieselstraße, Ecke Unterwallstr.	Fieselstraße, Ecke Unterwallstr.	Fieselstraße, Ecke Unterwallstr., Moers, Deutschland	51.45222	6.62318
Fil in Höhe von Haus-Nr. 32	Fil 32	Fil 32, Moers, Deutschland	51.44654	6.62798
Filder Straße 10	Filder Straße 10	Filder Straße 10, Moers, Deutschland	51.44754	6.62789
Filder Straße 10/12	Filder Straße 10/12	Filder Straße 10/12, Moers, Deutschland	51.44505	6.62701
Filder Straße 11	Filder Straße 11	Filder Straße 11, Moers, Deutschland	51.44735	6.62817
